uid,pid
211,24500
211,48397
211,76855
211,56987
211,11678
211,17389
211,65735
211,26909
211,36108
211,15867
211,96101
211,88796
211,48259
211,38452
211,54254
211,24482
211,76372
211,598
211,4087
879,84721
879,16591
879,83365
879,76112
879,77250
879,5866
879,44926
879,84954
879,7806
879,45191
879,22370
879,29659
879,80551
879,38860
879,56500
879,42149
879,45674
879,83697
879,42392
879,53439
879,27267
879,74862
879,91189
879,94811
879,94413
879,94119
879,98935
879,18245
879,19949
879,69961
879,26885
879,70897
879,67461
879,26622
879,16390
879,78857
879,82857
879,4770
879,52238
879,42006
879,11202
879,24269
879,94877
879,98063
879,79469
879,51251
879,47355
879,78976
879,89803
879,68109
668,37317
668,94805
668,6183
668,92303
668,47237
668,53835
668,91730
668,61777
668,73118
668,39387
668,16044
668,39407
668,69604
668,10245
668,37754
668,83596
668,15589
668,94148
668,92494
668,3852
668,32256
668,93682
668,42168
668,50639
668,66493
668,12986
668,32944
668,19868
668,53020
668,56230
668,40788
668,22151
668,29261
668,15476
668,2743
668,64964
668,20292
668,13087
668,91666
668,90504
668,66777
668,90573
668,84428
668,62501
668,46568
668,49967
668,703
668,7969
668,41696
668,2816
780,6989
780,22405
780,59465
780,43490
780,95251
780,70787
780,89874
780,61898
780,41533
780,26417
780,23401
780,36172
780,44689
780,59706
780,72124
780,46622
780,71634
780,58044
780,56656
780,22662
780,46975
780,98879
780,44532
780,21180
780,27329
780,74518
780,30527
780,6617
780,87499
780,68377
780,74942
780,173
780,75871
780,27313
780,31067
780,43206
780,25890
780,78432
780,1537
780,50618
780,99370
780,49273
780,64159
780,8619
780,46496
780,87961
780,61525
780,30488
780,78766
780,50552
447,95167
447,99930
447,96021
447,85387
447,83253
447,38312
447,96687
447,76181
447,1543
447,79521
447,30306
447,30186
447,22856
447,95494
447,93601
447,85127
447,12078
447,40370
447,14689
447,78344
447,14987
447,28386
447,61066
447,30072
447,45915
447,819
447,64613
447,99111
447,62639
447,76881
447,65280
447,21165
447,39639
447,13820
447,11879
447,18302
447,56727
447,33207
447,18619
447,4196
447,60432
447,53280
447,89376
447,45115
447,60999
447,74268
447,99301
447,98550
447,35123
447,19660
895,34323
895,13866
895,73273
895,11246
895,83958
895,79417
895,21813
895,3075
895,91645
895,69056
895,46673
895,17484
895,61984
895,39949
895,59214
895,3334
895,38165
895,46311
895,85044
895,78056
895,56076
895,16127
895,31526
895,16848
895,99449
895,61235
895,73310
895,70085
895,3862
895,95034
895,68281
895,4718
895,62473
895,49822
895,43408
895,64484
895,71012
895,32715
895,50122
895,82026
895,24964
895,28547
895,82330
895,28890
895,34157
895,24759
895,75406
895,74108
895,61336
895,89538
858,91870
858,75856
858,58034
858,95723
858,21956
858,20731
858,65443
858,42767
858,35985
858,66073
858,95655
858,49479
858,75010
858,36970
858,99860
858,88214
858,48378
858,37958
858,44209
858,77943
858,88822
858,83672
858,75165
858,25288
858,27859
858,74669
858,75951
858,84580
858,36809
858,50177
858,40031
858,26444
858,32619
858,48237
858,26903
858,8188
858,36958
858,78278
858,67038
858,62257
858,46494
858,52229
858,29278
858,73060
858,22293
858,7029
858,77872
858,34211
858,82942
858,98469
103,85264
103,66981
103,89815
103,1864
103,16461
103,24863
103,98187
103,12448
103,30464
103,41254
103,89342
103,16527
103,24394
103,63477
103,21861
103,85782
103,58390
103,61737
103,24945
103,89429
103,67955
103,70659
103,66592
103,82358
103,59284
103,7886
103,68165
103,76231
103,58675
103,60971
103,7202
103,54912
103,7182
103,84774
103,29796
103,89439
103,92065
103,94941
103,51056
103,60026
103,41179
103,76809
103,87138
103,57624
103,39022
103,92980
103,51619
103,15543
103,74398
103,428
944,44017
944,30637
944,36394
944,85383
944,62928
944,72552
944,44087
944,65046
944,63403
944,88996
944,7625
944,18586
944,50321
944,60682
944,26238
944,26593
944,40455
944,62671
944,50817
944,78277
944,6020
944,23792
944,20084
944,55421
944,65335
944,21961
944,1421
944,18380
944,4947
944,2140
944,98107
944,68239
944,5542
944,36889
944,66003
944,63589
944,47347
944,82641
944,52097
944,90623
944,97748
944,97932
944,23660
944,65258
944,87162
944,86850
944,81154
944,73879
944,42665
944,15507
783,44112
783,76319
783,72757
783,56686
783,8539
783,39196
783,4465
783,90366
783,91627
783,61784
783,51617
783,90391
783,80062
783,47356
783,78521
783,32020
783,56448
783,63900
783,40790
783,53639
783,62648
783,33478
783,75597
783,17937
783,8551
783,43806
783,96511
783,44022
783,93231
783,57675
783,43639
783,7965
783,49040
783,69716
783,814
783,95408
783,57239
783,80322
783,94675
783,32614
783,75791
783,98347
783,84972
783,49970
783,11943
783,10844
783,26566
783,38569
783,96157
783,64556
464,70395
464,88498
464,54890
464,40240
464,415
464,74688
464,47993
464,28287
464,66707
464,97405
464,44666
464,26181
464,8191
464,78166
464,93949
464,88129
464,70334
464,32013
464,34149
464,15959
464,1318
464,36789
464,9846
464,85557
464,29054
464,36560
464,54216
464,15669
464,7606
464,55388
464,72468
464,65361
464,21203
464,29568
464,68429
464,72595
464,2239
464,85152
464,53384
464,77021
464,17834
464,79164
464,78604
464,6438
464,80233
464,23533
464,81382
464,62130
464,18273
464,36153
674,20325
674,26680
674,82254
674,37256
674,69218
674,83668
674,25155
674,30969
674,79546
674,96989
674,64213
674,74919
674,58246
674,43419
674,26169
674,48508
674,83140
674,36935
674,65253
674,35583
674,78362
674,91151
674,40538
674,54506
674,85666
674,98940
674,88811
674,13467
674,88931
674,68187
674,83476
674,68223
674,95411
674,35788
674,86984
674,56788
674,4740
674,54359
674,99730
674,15486
674,78982
674,61981
674,29986
674,50666
674,2272
674,81185
674,31319
674,93991
674,24905
674,74982
808,29094
808,93186
808,73399
808,85359
808,96775
808,91083
808,83896
808,82553
808,20222
808,58751
808,89572
808,26319
808,38135
808,63345
808,12118
808,29619
808,19968
808,54335
808,15657
808,9420
808,67101
808,45963
808,94483
808,51812
808,15122
808,65576
808,25914
808,557
808,76969
808,3809
808,57932
808,95235
808,72407
808,89357
808,37669
808,25287
808,15420
808,14821
808,35242
808,15742
808,18364
808,14456
808,3478
808,27777
808,16402
808,97676
808,12916
808,49030
808,10955
808,52036
979,43416
979,4191
979,99337
979,17568
979,31358
979,16283
979,74217
979,42818
979,61375
979,82757
979,38079
979,16068
979,1799
979,32054
979,2031
979,34187
979,38515
979,43666
979,51929
979,29339
979,55653
979,38386
979,15852
979,71514
979,79438
979,11656
979,79119
979,60130
979,69592
979,82460
979,25117
979,97768
979,17289
979,35051
979,6619
979,70796
979,91582
979,26166
979,90974
979,29123
979,54193
979,21563
979,66682
979,93616
979,63123
979,647
979,21722
979,70031
979,94564
979,13546
577,13648
577,26442
577,46300
577,59675
577,61492
577,83111
577,31747
577,63055
577,62474
577,7643
577,25820
577,62873
577,99381
577,18033
577,30539
577,75874
577,38080
577,41411
577,51838
577,92997
577,90061
577,97743
577,54585
577,72009
577,45579
577,10476
577,52313
577,78472
577,3184
577,68111
577,76308
577,44765
577,14109
577,76210
577,24623
577,25227
577,62112
577,2770
577,24149
577,89181
577,80513
577,68439
577,68820
577,94180
577,4790
577,35110
577,44909
577,10986
577,20306
577,9738
208,96171
208,46303
208,4405
208,22251
208,41935
208,29634
208,17630
208,54682
208,36862
208,544
208,2200
208,37700
208,37584
208,86594
208,17012
208,28590
208,24958
208,35778
208,27221
208,70225
208,26546
208,28404
208,79724
208,28440
208,79762
208,37856
208,69620
208,48656
208,57019
208,67279
208,42936
208,58349
208,78692
208,7622
208,97474
208,62060
208,76432
208,4121
208,13265
208,80201
208,78241
208,69585
208,88043
208,49170
208,83774
208,38661
208,6367
208,9435
208,30930
208,38949
648,6092
648,79621
648,40798
648,64176
648,17173
648,44021
648,48515
648,13913
648,73853
648,29377
648,85755
648,46087
648,7887
648,81954
648,23179
648,80343
648,31301
648,63024
648,1646
648,69112
648,91561
648,61079
648,25660
648,74318
648,34525
648,16069
648,29338
648,90918
648,16962
648,40569
648,25384
648,16204
648,16574
648,49709
648,49049
648,75147
648,55963
648,68242
648,40679
648,17816
648,20224
648,36764
648,66607
648,84196
648,8112
648,31564
648,37433
648,18173
648,52634
648,80197
711,94485
711,21048
711,9181
711,73367
711,57739
711,8120
711,9604
711,81035
711,51702
711,39033
711,82994
711,41742
711,45207
711,61790
711,53230
711,2392
711,51731
711,4552
711,46627
711,58114
711,16561
711,97019
711,44519
711,41218
711,31436
711,13299
711,81587
711,77893
711,9227
711,856
711,95490
711,85772
711,36085
711,47834
711,11341
711,9510
711,74432
711,5134
711,95016
711,2751
711,14020
711,90070
711,26413
711,94480
711,72829
711,631
711,11953
711,61682
711,76023
711,89770
20,7719
20,30435
20,59571
20,39119
20,12165
20,64870
20,97825
20,44713
20,86311
20,54558
20,88790
20,44911
20,8845
20,75832
20,35826
20,64603
20,64055
20,89447
20,3076
20,24224
20,34359
20,81860
20,53785
20,30741
20,81790
20,1733
20,8680
20,43729
20,98741
20,1843
20,88976
20,79120
20,96428
20,46455
20,41416
20,40850
20,47397
20,96081
20,50197
20,94128
20,99977
20,50856
20,14127
20,10253
20,76256
20,87440
20,54421
20,54401
20,65781
20,1848
327,74813
327,23203
327,36686
327,33503
327,56357
327,2907
327,6562
327,96873
327,29408
327,24571
327,58296
327,1154
327,48302
327,9937
327,77940
327,17647
327,16491
327,61915
327,42837
327,87789
327,82085
327,4833
327,9268
327,41690
327,97236
327,52577
327,2037
327,62630
327,85892
327,10919
327,68603
327,61455
327,51865
327,92591
327,27411
327,31122
327,95370
327,24960
327,7726
327,14701
327,60525
327,60241
327,97241
327,31806
327,49867
327,87235
327,10716
327,96787
327,31587
327,43284
969,57367
969,38209
969,67175
969,47405
969,45862
969,38761
969,12580
969,70459
969,46408
969,78635
969,36486
969,70050
969,43777
969,52960
969,88016
969,810
969,87226
969,82473
969,44111
969,38530
969,16924
969,24180
969,44399
969,47470
969,26431
969,36627
969,89027
969,76602
969,42696
969,72184
969,14145
969,69405
969,67345
969,2127
969,38765
969,17550
969,71499
969,87731
969,7192
969,6075
969,60477
969,2741
969,62010
969,49512
969,31879
969,85980
969,50543
969,91967
969,54370
969,53739
220,29797
220,9715
220,4360
220,48264
220,10184
220,50498
220,91495
220,69391
220,37783
220,18044
220,42829
220,16934
220,92780
220,52378
220,4984
220,46101
220,29451
220,58489
220,46570
220,89089
220,32896
220,66319
220,13051
220,28301
220,58857
220,72801
220,63824
220,56602
220,95721
220,23984
220,88718
220,44885
220,50424
220,25104
220,33500
220,13893
220,1075
220,55353
220,37363
220,97226
220,12935
220,15257
220,39647
220,80315
220,88206
220,77346
220,96411
220,78947
220,47395
220,63166
731,12957
731,80604
731,3099
731,90975
731,52267
731,74297
731,67017
731,30111
731,29251
731,32808
731,3354
731,55739
731,77866
731,25451
731,41894
731,58086
731,72343
731,55086
731,29935
731,17601
731,16518
731,7322
731,1705
731,76723
731,44368
731,56165
731,2401
731,3182
731,65601
731,85157
731,87763
731,69790
731,44384
731,71548
731,34756
731,51005
731,7589
731,18914
731,93764
731,38946
731,69381
731,70710
731,70252
731,34451
731,80196
731,21367
731,21262
731,28289
731,4738
731,96318
504,39958
504,18809
504,56880
504,2783
504,69602
504,11213
504,26768
504,37249
504,29244
504,37508
504,40009
504,8756
504,42404
504,84638
504,71006
504,99690
504,51519
504,42919
504,89500
504,94797
504,41886
504,34843
504,61832
504,16520
504,12722
504,17689
504,5018
504,37120
504,20829
504,57839
504,31807
504,75671
504,35599
504,30967
504,74911
504,56348
504,1642
504,83262
504,45510
504,86905
504,30840
504,30992
504,18818
504,40995
504,97071
504,17850
504,51750
504,30724
504,7710
504,6476
315,62293
315,37434
315,24969
315,13978
315,78769
315,82348
315,46014
315,38427
315,48447
315,57170
315,86576
315,12150
315,31925
315,65068
315,52078
315,95267
315,67805
315,70739
315,75328
315,9988
315,39457
315,21028
315,34833
315,53875
315,29249
315,67119
315,81384
315,2999
315,68894
315,79156
315,34947
315,30131
315,66778
315,53903
315,97652
315,9129
315,59024
315,98913
315,60320
315,12717
315,99831
315,33476
315,68322
315,96268
315,40174
315,72386
315,50530
315,86136
315,98243
315,29425
856,36520
856,46284
856,76663
856,92584
856,33285
856,87191
856,78606
856,40460
856,55733
856,24701
856,18984
856,98341
856,75776
856,65640
856,5980
856,44731
856,33512
856,18576
856,30336
856,24861
856,16972
856,22929
856,17544
856,93185
856,93855
856,78340
856,50763
856,72614
856,66996
856,73558
856,63530
856,91581
856,42563
856,67238
856,61921
856,5636
856,59623
856,94999
856,23941
856,82474
856,95817
856,38531
856,89116
856,23726
856,83757
856,41012
856,39451
856,77164
856,24719
856,28951
794,54454
794,17065
794,30121
794,84873
794,44485
794,3003
794,43721
794,11035
794,20460
794,28479
794,13765
794,21551
794,12574
794,69296
794,78773
794,16515
794,8505
794,11840
794,75764
794,40844
794,80375
794,20725
794,90940
794,74256
794,69245
794,3691
794,95482
794,80933
794,89587
794,14480
794,859
794,91199
794,36149
794,57144
794,27115
794,27638
794,47755
794,42360
794,84904
794,48984
794,66489
794,19620
794,8510
794,81780
794,11275
794,38798
794,13980
794,55758
794,22610
794,59727
722,24895
722,7350
722,7366
722,740
722,9858
722,916
722,26509
722,67105
722,73671
722,83454
722,49896
722,85222
722,73213
722,58957
722,53675
722,49271
722,7592
722,58593
722,67760
722,86928
722,47682
722,1481
722,5912
722,21791
722,16742
722,44959
722,61885
722,19502
722,20778
722,14781
722,11605
722,77374
722,35468
722,6241
722,6069
722,71088
722,45588
722,48698
722,22099
722,30254
722,49632
722,27814
722,57446
722,59070
722,4695
722,99087
722,5065
722,2951
722,88935
722,33676
270,46211
270,76510
270,79104
270,83118
270,58525
270,32533
270,65786
270,44861
270,15842
270,45710
270,46893
270,84871
270,33407
270,4367
270,28274
270,33372
270,70067
270,23323
270,70049
270,8238
270,60721
270,97248
270,82656
270,62367
270,29656
270,14570
270,88033
270,18706
270,9250
270,36995
270,27157
270,34339
270,73964
270,51160
270,25551
270,6076
270,64292
270,47642
270,88101
270,54349
270,71712
270,67419
270,1675
270,28929
270,37180
270,98931
270,48852
270,3090
270,23849
270,24440
12,84429
12,77429
12,92411
12,29471
12,90626
12,97149
12,42569
12,93761
12,81313
12,96325
12,55287
12,80741
12,64738
12,78988
12,2396
12,97671
12,52965
12,29252
12,2671
12,99081
12,88846
12,4302
12,80403
12,34081
12,73471
12,55153
12,829
12,51165
12,88360
12,57076
12,54556
12,74527
12,44024
12,53489
12,94194
12,91985
12,97661
12,45856
12,43150
12,35779
12,57354
12,57894
12,36979
12,21510
12,93567
12,26779
12,83409
12,36633
12,44742
12,24421
263,17048
263,91824
263,30809
263,27703
263,55289
263,23276
263,44351
263,82583
263,38396
263,21756
263,75458
263,78037
263,12661
263,27380
263,8553
263,89335
263,75755
263,97520
263,12297
263,25563
263,21693
263,31384
263,65919
263,70860
263,26145
263,95077
263,73063
263,33662
263,53830
263,70612
263,99080
263,78539
263,6630
263,41637
263,47108
263,37139
263,98366
263,59627
263,32355
263,44940
263,8430
263,55661
263,66284
263,25599
263,8474
263,78098
263,60636
263,34370
263,194
263,36175
476,74129
476,74339
476,70248
476,47938
476,1982
476,4763
476,38811
476,62934
476,77659
476,18693
476,62205
476,65495
476,16763
476,23413
476,57288
476,30764
476,13370
476,74067
476,90613
476,3845
476,67897
476,20339
476,97518
476,83602
476,11758
476,60454
476,57545
476,41336
476,31063
476,5680
476,28258
476,63130
476,46147
476,72771
476,94990
476,6689
476,88832
476,15938
476,37814
476,42453
476,39609
476,82433
476,50845
476,37871
476,43426
476,58516
476,49757
476,98439
476,68672
476,77698
419,84201
419,18773
419,93841
419,96283
419,54660
419,90171
419,17051
419,14417
419,195
419,77382
419,423
419,20820
419,71613
419,73242
419,50950
419,28155
419,42635
419,17920
419,53531
419,6434
419,47582
419,39537
419,75367
419,69116
419,3797
419,5701
419,14869
419,52632
419,38338
419,48368
419,87965
419,74009
419,92094
419,53579
419,44720
419,99688
419,97628
419,56127
419,97619
419,94223
419,85374
419,1883
419,95242
419,10401
419,73096
419,61719
419,83792
419,71886
419,20160
419,19182
868,31599
868,54830
868,34773
868,23619
868,5958
868,5944
868,72665
868,2797
868,10307
868,88024
868,47771
868,81623
868,81341
868,15862
868,76157
868,13722
868,20964
868,38776
868,32495
868,38082
868,41286
868,92572
868,92719
868,57121
868,18172
868,82563
868,86398
868,55071
868,26015
868,97972
868,21174
868,18613
868,21743
868,97096
868,96978
868,28982
868,98346
868,47936
868,77412
868,49795
868,91642
868,61599
868,83995
868,99549
868,82623
868,86985
868,18325
868,45030
868,42588
868,85831
111,82388
111,18968
111,2286
111,13795
111,95446
111,59898
111,15358
111,5078
111,10720
111,32656
111,16217
111,77232
111,82327
111,95917
111,58192
111,78927
111,78399
111,94241
111,59076
111,44345
111,20621
111,98757
111,22384
111,34516
111,31629
111,54052
111,96393
111,4408
111,76302
111,3578
111,44664
111,62023
111,10394
111,69092
111,48238
111,40302
111,22692
111,70756
111,54705
111,76840
111,78396
111,5983
111,79403
111,45031
111,22527
111,40510
111,67520
111,52938
111,68490
111,89274
958,30434
958,71725
958,16409
958,61196
958,52674
958,39602
958,44622
958,12019
958,22252
958,40557
958,75884
958,32941
958,78509
958,1628
958,18055
958,43771
958,10407
958,59657
958,18087
958,99253
958,57552
958,10446
958,26101
958,64743
958,6956
958,26162
958,3647
958,34599
958,38610
958,90690
958,18212
958,46985
958,24923
958,83804
958,28721
958,32821
958,48491
958,26488
958,78505
958,56260
958,70241
958,38695
958,2517
958,91989
958,35831
958,27446
958,73108
958,96628
958,87328
958,27896
962,36838
962,46913
962,4892
962,86956
962,92991
962,82069
962,59213
962,5955
962,97818
962,26106
962,44205
962,44587
962,86441
962,65996
962,15323
962,58687
962,24495
962,77920
962,61690
962,22416
962,10620
962,22501
962,74062
962,88666
962,98219
962,39471
962,99927
962,2379
962,58374
962,61643
962,13788
962,76862
962,12824
962,80336
962,81839
962,17077
962,84578
962,58758
962,51303
962,60883
962,76213
962,28254
962,15161
962,31437
962,50759
962,57449
962,86770
962,79733
962,85708
962,6919
152,88260
152,36673
152,27345
152,6182
152,41536
152,762
152,65692
152,31320
152,42243
152,86592
152,23506
152,73850
152,1579
152,17639
152,64203
152,15367
152,77141
152,58822
152,11267
152,23800
152,49410
152,85825
152,39364
152,9144
152,94092
152,78324
152,4531
152,61463
152,93431
152,74999
152,4764
152,50952
152,15878
152,4353
152,15155
152,41400
152,12067
152,33149
152,44419
152,40133
152,39150
152,26976
152,37254
152,26206
152,18591
152,69300
152,2776
152,68951
152,23658
152,20173
231,9650
231,30260
231,99784
231,69433
231,35056
231,91688
231,50483
231,32804
231,18663
231,77506
231,40151
231,48924
231,77185
231,17128
231,16413
231,59035
231,23697
231,1564
231,715
231,15160
231,11827
231,6057
231,93825
231,79223
231,64874
231,83627
231,73706
231,72975
231,88031
231,7611
231,48911
231,85878
231,48278
231,7714
231,29654
231,40464
231,96958
231,60910
231,82710
231,93532
231,72316
231,50166
231,21674
231,60142
231,78489
231,57876
231,28284
231,4384
231,11105
231,71666
537,54098
537,58479
537,4603
537,96565
537,89984
537,91947
537,8591
537,37920
537,76916
537,48689
537,14669
537,75405
537,35817
537,86777
537,77298
537,91570
537,83704
537,48303
537,32396
537,45301
537,29008
537,13404
537,51927
537,69972
537,69940
537,991
537,85468
537,18717
537,67667
537,99051
537,16584
537,47635
537,46176
537,18141
537,3278
537,86272
537,58870
537,61428
537,70167
537,95441
537,94720
537,72890
537,75782
537,35571
537,72340
537,82094
537,61057
537,7440
537,46802
537,38891
826,89078
826,55038
826,58800
826,67195
826,67263
826,42292
826,1511
826,82771
826,80184
826,28838
826,19415
826,86851
826,43299
826,11067
826,54795
826,73857
826,50233
826,55926
826,57242
826,68914
826,55868
826,40167
826,62259
826,8645
826,30155
826,55092
826,62467
826,327
826,85673
826,13920
826,79632
826,68425
826,71554
826,73010
826,15843
826,89015
826,17392
826,19425
826,31251
826,22887
826,23586
826,36972
826,87436
826,63692
826,15501
826,89128
826,84880
826,1134
826,20066
826,68594
474,64698
474,5342
474,8453
474,16419
474,6292
474,37919
474,32385
474,11207
474,31204
474,64063
474,36738
474,56941
474,29182
474,2749
474,50686
474,29430
474,20004
474,83484
474,23060
474,58871
474,7840
474,55598
474,73668
474,74810
474,58052
474,34643
474,82792
474,34024
474,35278
474,70777
474,91523
474,31077
474,56643
474,18853
474,69763
474,52423
474,60318
474,9933
474,54758
474,609
474,58860
474,53700
474,49944
474,74361
474,77162
474,20238
474,52083
474,67861
474,76577
474,9444
555,63854
555,97472
555,7178
555,8121
555,23322
555,12241
555,70170
555,88661
555,52604
555,48669
555,33800
555,65367
555,56421
555,31793
555,81782
555,64495
555,76076
555,57799
555,43092
555,90827
555,64814
555,59846
555,22246
555,79029
555,60899
555,2876
555,6593
555,29577
555,27611
555,46492
555,64878
555,78665
555,85038
555,66695
555,94094
555,23003
555,72222
555,92504
555,3052
555,36395
555,90082
555,58090
555,23217
555,55618
555,59994
555,8161
555,17397
555,76774
555,19588
555,75977
980,78343
980,16752
980,98483
980,7568
980,35800
980,93634
980,86518
980,25333
980,95784
980,95282
980,34899
980,67651
980,1370
980,32966
980,77107
980,7736
980,40833
980,7073
980,73546
980,46575
980,278
980,22927
980,55944
980,56961
980,91212
980,51944
980,37558
980,34107
980,40246
980,50373
980,96490
980,38581
980,77384
980,3935
980,45185
980,54197
980,42676
980,47101
980,89403
980,18415
980,56894
980,53777
980,67123
980,2893
980,72733
980,43047
980,43885
980,3482
980,74090
980,10267
401,2098
401,92478
401,66502
401,19110
401,76908
401,10053
401,26901
401,40559
401,78160
401,3829
401,60071
401,37507
401,53646
401,63317
401,68403
401,66868
401,5795
401,97724
401,94994
401,89255
401,29872
401,99886
401,73386
401,26383
401,77007
401,7438
401,64355
401,15754
401,31685
401,84705
401,34984
401,75974
401,8264
401,22864
401,12700
401,32654
401,5740
401,8716
401,2434
401,88524
401,70495
401,81777
401,18402
401,71540
401,41345
401,40353
401,44290
401,39018
401,77575
401,87872
445,23567
445,84807
445,64829
445,155
445,95009
445,34036
445,79921
445,54793
445,27154
445,55265
445,20003
445,3860
445,94716
445,2949
445,86856
445,98271
445,33131
445,91366
445,47001
445,35773
445,79584
445,93078
445,14120
445,34255
445,11443
445,98758
445,39400
445,86998
445,35524
445,12296
445,47605
445,5148
445,87969
445,17396
445,64010
445,3688
445,85423
445,18403
445,96538
445,74386
445,50691
445,30081
445,85110
445,54567
445,16597
445,48101
445,29535
445,80199
445,51003
445,52098
172,6648
172,86731
172,31935
172,89459
172,54476
172,39102
172,11135
172,83812
172,51078
172,13351
172,38441
172,54490
172,85678
172,72011
172,28407
172,8907
172,71799
172,1461
172,78683
172,94844
172,62681
172,63103
172,4692
172,61028
172,11098
172,16173
172,56144
172,57473
172,13202
172,81420
172,28531
172,18424
172,29393
172,52721
172,76287
172,63630
172,23929
172,67156
172,97073
172,86813
172,41752
172,57580
172,94498
172,667
172,75474
172,61019
172,85478
172,20393
172,40618
172,67840
849,10143
849,73392
849,45892
849,19497
849,56976
849,1558
849,93123
849,94587
849,92495
849,39211
849,92712
849,61825
849,91971
849,66785
849,89369
849,38676
849,26363
849,79067
849,33290
849,63411
849,68512
849,53378
849,61578
849,47623
849,46691
849,29773
849,73201
849,67664
849,15192
849,7299
849,83874
849,14130
849,37221
849,63537
849,76088
849,38323
849,77586
849,74895
849,99210
849,96503
849,18347
849,88740
849,82785
849,14099
849,14580
849,66172
849,55512
849,77837
849,50682
849,23232
757,49590
757,18277
757,54722
757,47966
757,40095
757,17715
757,76694
757,98623
757,98551
757,44138
757,96554
757,36401
757,24699
757,86534
757,80642
757,2624
757,83316
757,33238
757,5606
757,37988
757,37615
757,71611
757,84622
757,96570
757,93884
757,19997
757,10382
757,20900
757,84654
757,66554
757,82795
757,75583
757,73417
757,4775
757,56873
757,82223
757,26214
757,4167
757,2375
757,66000
757,52306
757,30652
757,80490
757,98874
757,45702
757,27113
757,47333
757,27014
757,62878
757,85970
822,51858
822,24657
822,16310
822,1640
822,68968
822,43356
822,46764
822,36583
822,26994
822,41469
822,25795
822,59719
822,55333
822,97634
822,3477
822,43543
822,88785
822,58663
822,66730
822,37701
822,87936
822,53344
822,1440
822,54348
822,11037
822,14964
822,45081
822,36594
822,81444
822,9204
822,44467
822,72355
822,30940
822,14232
822,45231
822,77496
822,38766
822,18942
822,78421
822,73298
822,6965
822,32576
822,1836
822,88795
822,49571
822,75260
822,31116
822,73067
822,85531
822,29781
251,26663
251,79390
251,4189
251,41142
251,68216
251,16929
251,49522
251,14377
251,96577
251,4744
251,90846
251,48554
251,64033
251,97470
251,67058
251,24744
251,92765
251,87252
251,80265
251,47991
251,67600
251,79530
251,59831
251,17060
251,69883
251,7117
251,44989
251,69467
251,5159
251,31686
251,64592
251,9102
251,68859
251,49110
251,25809
251,14002
251,44439
251,20779
251,89373
251,73887
251,45660
251,79066
251,19573
251,71580
251,6353
251,91509
251,8134
251,66899
251,2268
251,91814
371,5328
371,71188
371,88781
371,34043
371,58320
371,83410
371,21769
371,6376
371,41023
371,57890
371,88437
371,84274
371,54953
371,18583
371,72095
371,55774
371,63
371,31853
371,81161
371,91344
371,85510
371,1614
371,70152
371,81976
371,80238
371,28462
371,66248
371,15227
371,84937
371,49351
371,53150
371,62200
371,46829
371,32191
371,16043
371,41562
371,74828
371,2011
371,39573
371,67286
371,90614
371,5311
371,6113
371,47982
371,71905
371,57996
371,46301
371,26426
371,24642
371,90512
334,30701
334,20474
334,18410
